COUNTRY,COUNTRY_CODE,SEX_CODE,AGEGROUP_CODE,FRACTION_POP,WEIGHTED_DEATHS_100K,AGE_MIDPOINT,WEIGHTED_AGE,GENDER_RATIO
South Korea,KOR,FMLE,YEARS15-19,0.024295231,0.403300832,17,0.413018925,1.002877439
South Korea,KOR,FMLE,YEARS20-24,0.03082212,0.792128489,22,0.678086644,1.002877439
South Korea,KOR,FMLE,YEARS25-29,0.031534932,0.864057129,27,0.851443156,1.002877439
South Korea,KOR,FMLE,YEARS30-34,0.030876429,1.191830169,32,0.988045736,1.002877439
South Korea,KOR,FMLE,YEARS35-39,0.036257987,2.04857624,37,1.341545502,1.002877439
South Korea,KOR,FMLE,YEARS40-44,0.037954843,2.656838988,42,1.594103393,1.002877439
South Korea,KOR,FMLE,YEARS45-49,0.041659085,4.207567582,47,1.957976993,1.002877439
South Korea,KOR,FMLE,YEARS50-54,0.041871148,5.238080622,52,2.177299699,1.002877439
South Korea,KOR,FMLE,YEARS55-59,0.040323535,7.463886241,57,2.298441468,1.002877439
South Korea,KOR,FMLE,YEARS5-9,0.021561973,0.103497471,7,0.150933813,1.002877439
South Korea,KOR,FMLE,YEARS60-64,0.03592567,8.744308183,62,2.227391567,1.002877439
South Korea,KOR,FMLE,YEARS65-69,0.02558309,9.816231652,67,1.714067033,1.002877439
South Korea,KOR,FMLE,YEARS70-74,0.020230405,14.0945233,72,1.456589174,1.002877439
South Korea,KOR,FMLE,YEARS75-79,0.017139649,27.83993118,77,1.31975294,1.002877439
South Korea,KOR,FMLE,YEARS80-84,0.012688725,42.73562506,82,1.040475432,1.002877439
South Korea,KOR,FMLE,YEARS85PLUS,0.010267813,95.06865073,88,0.903567515,1.002877439
South Korea,KOR,MLE,YEARS0-1,0.003337685,1.045363031,0.5,0.001668843,1.002877439
South Korea,KOR,MLE,YEARS10-14,0.02309149,0.16625873,12,0.277097883,1.002877439
South Korea,KOR,MLE,YEARS1-4,0.016405227,0.167333312,2.5,0.041013067,1.002877439
South Korea,KOR,MLE,YEARS15-19,0.026423846,0.628887538,17,0.449205384,1.002877439
South Korea,KOR,MLE,YEARS20-24,0.034111529,1.173436582,22,0.750453628,1.002877439
South Korea,KOR,MLE,YEARS25-29,0.036237372,1.645176677,27,0.978409037,1.002877439
South Korea,KOR,MLE,YEARS30-34,0.03428816,2.002428541,32,1.097221118,1.002877439
South Korea,KOR,MLE,YEARS35-39,0.0390714,3.606290208,37,1.445641795,1.002877439
South Korea,KOR,MLE,YEARS40-44,0.039942122,4.936846229,42,1.677569107,1.002877439
South Korea,KOR,MLE,YEARS45-49,0.043058959,9.447135619,47,2.023771076,1.002877439
South Korea,KOR,MLE,YEARS50-54,0.04227626,14.46270862,52,2.198365531,1.002877439
South Korea,KOR,MLE,YEARS55-59,0.040348366,21.17482248,57,2.299856862,1.002877439
South Korea,KOR,MLE,YEARS5-9,0.022779047,0.127562664,7,0.15945333,1.002877439
South Korea,KOR,MLE,YEARS60-64,0.034654736,24.99992689,62,2.148593661,1.002877439
South Korea,KOR,MLE,YEARS65-69,0.023615489,25.18828047,67,1.582237757,1.002877439
South Korea,KOR,MLE,YEARS70-74,0.017408851,30.4776761,72,1.253437299,1.002877439
South Korea,KOR,MLE,YEARS75-79,0.012466022,43.45780075,77,0.959883726,1.002877439
South Korea,KOR,MLE,YEARS80-84,0.007396654,46.11000436,82,0.606525667,1.002877439
South Korea,KOR,MLE,YEARS85PLUS,0.00380511,46.09358494,88,0.334849712,1.002877439
Russia,RUS,FMLE,YEARS0-1,0.006003108,2.48708784,0.5,0.003001554,0.863722082
Russia,RUS,FMLE,YEARS10-14,0.026506129,0.373736425,12,0.318073553,0.863722082
Russia,RUS,FMLE,YEARS1-4,0.025328716,0.377397864,2.5,0.063321789,0.863722082
Russia,RUS,FMLE,YEARS15-19,0.02303741,0.716463438,17,0.391635963,0.863722082
Russia,RUS,FMLE,YEARS20-24,0.02300205,0.94998466,22,0.506045097,0.863722082
Russia,RUS,FMLE,YEARS25-29,0.032867126,2.106782799,27,0.887412411,0.863722082
Russia,RUS,FMLE,YEARS30-34,0.04361466,4.8979263,32,1.395669115,0.863722082
Russia,RUS,FMLE,YEARS35-39,0.040480541,7.52533257,37,1.497780017,0.863722082
Russia,RUS,FMLE,YEARS40-44,0.037033628,9.29914397,42,1.555412372,0.863722082
Russia,RUS,FMLE,YEARS45-49,0.034088585,10.80949045,47,1.602163516,0.863722082
Russia,RUS,FMLE,YEARS50-54,0.032254248,13.64354676,52,1.677220878,0.863722082
Russia,RUS,FMLE,YEARS55-59,0.040642758,24.99936061,57,2.316637221,0.863722082
Russia,RUS,FMLE,YEARS5-9,0.03057061,0.379075567,7,0.213994271,0.863722082
Russia,RUS,FMLE,YEARS60-64,0.039977683,36.27175198,62,2.478616359,0.863722082
Russia,RUS,FMLE,YEARS65-69,0.033994592,47.88818211,67,2.277637681,0.863722082
Russia,RUS,FMLE,YEARS70-74,0.021994381,49.56653604,72,1.583595401,0.863722082
Russia,RUS,FMLE,YEARS75-79,0.015949777,65.50254369,77,1.22813282,0.863722082
Russia,RUS,FMLE,YEARS80-84,0.017741427,124.3940129,82,1.454796985,0.863722082
Russia,RUS,FMLE,YEARS85PLUS,0.011473257,181.1478206,88,1.009646659,0.863722082
Russia,RUS,MLE,YEARS0-1,0.006335276,3.196146646,0.5,0.003167638,0.863722082
Russia,RUS,MLE,YEARS10-14,0.027793612,0.569769047,12,0.333523344,0.863722082
Russia,RUS,MLE,YEARS1-4,0.02677311,0.489947905,2.5,0.066932774,0.863722082
Russia,RUS,MLE,YEARS15-19,0.024093066,1.604598201,17,0.409582123,0.863722082
Russia,RUS,MLE,YEARS20-24,0.023973201,3.051788479,22,0.527410421,0.863722082
Russia,RUS,MLE,YEARS25-29,0.033951322,6.372663049,27,0.916685681,0.863722082
Russia,RUS,MLE,YEARS30-34,0.0439335,14.57713545,32,1.405872014,0.863722082
Russia,RUS,MLE,YEARS35-39,0.039602533,20.51411213,37,1.465293723,0.863722082
Russia,RUS,MLE,YEARS40-44,0.034638375,25.15092387,42,1.454811737,0.863722082
Russia,RUS,MLE,YEARS45-49,0.031232929,27.58804655,47,1.467947682,0.863722082
Russia,RUS,MLE,YEARS50-54,0.02770149,33.37475555,52,1.440477497,0.863722082
Russia,RUS,MLE,YEARS55-59,0.032735532,56.93036328,57,1.86592531,0.863722082
Russia,RUS,MLE,YEARS5-9,0.032236828,0.493223473,7,0.225657798,0.863722082
Russia,RUS,MLE,YEARS60-64,0.028646475,75.83581237,62,1.776081429,0.863722082
Russia,RUS,MLE,YEARS65-69,0.021422908,78.03722683,67,1.435334833,0.863722082
Russia,RUS,MLE,YEARS70-74,0.012118685,59.32944719,72,0.872545335,0.863722082
Russia,RUS,MLE,YEARS75-79,0.006609152,47.51980589,77,0.508904736,0.863722082
Russia,RUS,MLE,YEARS80-84,0.006600816,65.8708666,82,0.541266941,0.863722082
Russia,RUS,MLE,YEARS85PLUS,0.003040503,44.81974621,88,0.267564237,0.863722082
Saudi Arabia,SAU,FMLE,YEARS0-1,0.008300415,4.40336997,0.5,0.004150207,1.365794691
Saudi Arabia,SAU,FMLE,YEARS10-14,0.03704571,0.529753658,12,0.444548524,1.365794691
Saudi Arabia,SAU,FMLE,YEARS1-4,0.034708843,0.69070598,2.5,0.086772108,1.365794691
Saudi Arabia,SAU,FMLE,YEARS15-19,0.03188602,1.084124679,17,0.542062339,1.365794691
Saudi Arabia,SAU,FMLE,YEARS20-24,0.033404469,1.857288453,22,0.734898309,1.365794691
Saudi Arabia,SAU,FMLE,YEARS25-29,0.03965087,2.831072142,27,1.070573499,1.365794691
Saudi Arabia,SAU,FMLE,YEARS30-34,0.040426772,4.099274655,32,1.293656696,1.365794691
Saudi Arabia,SAU,FMLE,YEARS35-39,0.038707848,5.810047933,37,1.432190363,1.365794691
Saudi Arabia,SAU,FMLE,YEARS40-44,0.036592058,8.584496802,42,1.536866435,1.365794691
Saudi Arabia,SAU,FMLE,YEARS45-49,0.026716495,9.828998686,47,1.255675287,1.365794691
Saudi Arabia,SAU,FMLE,YEARS50-54,0.016922436,9.471487612,52,0.879966689,1.365794691
Saudi Arabia,SAU,FMLE,YEARS55-59,0.012003579,10.09260934,57,0.684204011,1.365794691
Saudi Arabia,SAU,FMLE,YEARS5-9,0.042217628,0.586825025,7,0.295523394,1.365794691
Saudi Arabia,SAU,FMLE,YEARS60-64,0.008141698,10.15106856,62,0.504785251,1.365794691
Saudi Arabia,SAU,FMLE,YEARS65-69,0.006633492,12.33298762,67,0.444443939,1.365794691
Saudi Arabia,SAU,FMLE,YEARS70-74,0.003897775,11.39280521,72,0.280639767,1.365794691
Saudi Arabia,SAU,FMLE,YEARS75-79,0.002824253,13.23840408,77,0.21746749,1.365794691
Saudi Arabia,SAU,FMLE,YEARS80-84,0.001573251,12.12425939,82,0.129006588,1.365794691
Saudi Arabia,SAU,FMLE,YEARS85PLUS,0.001037337,16.71159666,88,0.091285622,1.365794691
Saudi Arabia,SAU,MLE,YEARS0-1,0.008576645,5.097957651,0.5,0.004288322,1.365794691
Saudi Arabia,SAU,MLE,YEARS10-14,0.038299893,0.593648344,12,0.459598718,1.365794691
Saudi Arabia,SAU,MLE,YEARS1-4,0.035848256,0.745643725,2.5,0.08962064,1.365794691
Saudi Arabia,SAU,MLE,YEARS15-19,0.03334844,1.980897365,17,0.566923488,1.365794691
Saudi Arabia,SAU,MLE,YEARS20-24,0.037309684,4.342847258,22,0.820813056,1.365794691
Saudi Arabia,SAU,MLE,YEARS25-29,0.048902274,7.027256796,27,1.320361402,1.365794691
Saudi Arabia,SAU,MLE,YEARS30-34,0.057988424,10.31614068,32,1.855629578,1.365794691
Saudi Arabia,SAU,MLE,YEARS35-39,0.063847795,14.65945363,37,2.362368399,1.365794691
Saudi Arabia,SAU,MLE,YEARS40-44,0.065176565,21.54085466,42,2.73741572,1.365794691
Saudi Arabia,SAU,MLE,YEARS45-49,0.051343961,25.3639165,47,2.413166144,1.365794691
Saudi Arabia,SAU,MLE,YEARS50-54,0.035468753,26.86403373,52,1.84437517,1.365794691
Saudi Arabia,SAU,MLE,YEARS55-59,0.024783176,27.96533628,57,1.412641056,1.365794691
Saudi Arabia,SAU,MLE,YEARS5-9,0.04360584,0.619202931,7,0.305240882,1.365794691
Saudi Arabia,SAU,MLE,YEARS60-64,0.014651694,24.79945723,62,0.908405027,1.365794691
Saudi Arabia,SAU,MLE,YEARS65-69,0.008714789,21.60396196,67,0.583890864,1.365794691
Saudi Arabia,SAU,MLE,YEARS70-74,0.004244011,15.6684627,72,0.305568763,1.365794691
Saudi Arabia,SAU,MLE,YEARS75-79,0.002928284,16.46545054,77,0.225477901,1.365794691
Saudi Arabia,SAU,MLE,YEARS80-84,0.001414446,12.19677194,82,0.115984611,1.365794691
Saudi Arabia,SAU,MLE,YEARS85PLUS,0.000856121,14.20047549,88,0.075338629,1.365794691
Spain,ESP,FMLE,YEARS0-1,0.004028497,0.896340649,0.5,0.002014249,0.965701489
Spain,ESP,FMLE,YEARS10-14,0.025583875,0.076751626,12,0.307006503,0.965701489
Spain,ESP,FMLE,YEARS1-4,0.016890358,0.119921545,2.5,0.042225896,0.965701489
Spain,ESP,FMLE,YEARS15-19,0.023001134,0.144907146,17,0.391019283,0.965701489
Spain,ESP,FMLE,YEARS20-24,0.023666135,0.248494419,22,0.520654974,0.965701489
Spain,ESP,FMLE,YEARS25-29,0.025093983,0.316184182,27,0.677537533,0.965701489
Spain,ESP,FMLE,YEARS30-34,0.029007581,0.452518267,32,0.928242599,0.965701489
Spain,ESP,FMLE,YEARS35-39,0.036864648,1.039583063,37,1.363991962,0.965701489
Spain,ESP,FMLE,YEARS40-44,0.042648144,2.025786831,42,1.79122204,0.965701489
Spain,ESP,FMLE,YEARS45-49,0.040678796,3.689566757,47,1.911903391,0.965701489
Spain,ESP,FMLE,YEARS50-54,0.038304499,6.013806278,52,1.991833926,0.965701489
Spain,ESP,FMLE,YEARS55-59,0.036426855,9.03386014,57,2.076330758,0.965701489
Spain,ESP,FMLE,YEARS5-9,0.02408512,0.08429792,7,0.16859584,0.965701489
Spain,ESP,FMLE,YEARS60-64,0.031300871,10.8739227,62,1.940654023,0.965701489
Spain,ESP,FMLE,YEARS65-69,0.026387118,13.11967527,67,1.767936932,0.965701489
Spain,ESP,FMLE,YEARS70-74,0.024978378,18.13680015,72,1.798443205,0.965701489
Spain,ESP,FMLE,YEARS75-79,0.02077306,28.50479362,77,1.599525658,0.965701489
Spain,ESP,FMLE,YEARS80-84,0.016232868,46.31237161,82,1.331095153,0.965701489
Spain,ESP,FMLE,YEARS85PLUS,0.022772321,200.9998909,88,2.003964244,0.965701489
Spain,ESP,MLE,YEARS0-1,0.004296231,1.14279738,0.5,0.002148115,0.965701489
Spain,ESP,MLE,YEARS10-14,0.027313391,0.15022365,12,0.327760692,0.965701489
Spain,ESP,MLE,YEARS1-4,0.017923977,0.164900587,2.5,0.044809942,0.965701489
Spain,ESP,MLE,YEARS15-19,0.02428691,0.281728152,17,0.412877463,0.965701489
Spain,ESP,MLE,YEARS20-24,0.024798027,0.577794038,22,0.545556603,0.965701489
Spain,ESP,MLE,YEARS25-29,0.025980864,0.756043157,27,0.701483341,0.965701489
Spain,ESP,MLE,YEARS30-34,0.02911328,1.02478744,32,0.931624946,0.965701489
Spain,ESP,MLE,YEARS35-39,0.036779682,1.739678979,37,1.36084825,0.965701489
Spain,ESP,MLE,YEARS40-44,0.044019312,3.195802069,42,1.848811114,0.965701489
Spain,ESP,MLE,YEARS45-49,0.042445177,6.379510153,47,1.994923335,0.965701489
Spain,ESP,MLE,YEARS50-54,0.038555414,11.34685847,52,2.004881551,0.965701489
Spain,ESP,MLE,YEARS55-59,0.035303757,17.94489974,57,2.012314155,0.965701489
Spain,ESP,MLE,YEARS5-9,0.025645219,0.107709919,7,0.179516532,0.965701489
Spain,ESP,MLE,YEARS60-64,0.029473403,23.29577755,62,1.827350972,0.965701489
Spain,ESP,MLE,YEARS65-69,0.024109897,28.70042139,67,1.615363099,0.965701489
Spain,ESP,MLE,YEARS70-74,0.021570077,37.23426742,72,1.553045565,0.965701489
Spain,ESP,MLE,YEARS75-79,0.01658991,47.52345575,77,1.277423058,0.965701489
Spain,ESP,MLE,YEARS80-84,0.01120749,55.41207027,82,0.91901415,0.965701489
Spain,ESP,MLE,YEARS85PLUS,0.011863739,131.4727732,88,1.044009063,0.965701489
Sweden,SWE,FMLE,YEARS0-1,0.005841941,1.036360261,0.5,0.00292097,1.002954222
Sweden,SWE,FMLE,YEARS10-14,0.027992532,0.156758181,12,0.335910389,1.002954222
Sweden,SWE,FMLE,YEARS1-4,0.023108008,0.18255326,2.5,0.057770019,1.002954222
Sweden,SWE,FMLE,YEARS15-19,0.025674269,0.331198067,17,0.436462569,1.002954222
Sweden,SWE,FMLE,YEARS20-24,0.027376375,0.492774743,22,0.602280242,1.002954222
Sweden,SWE,FMLE,YEARS25-29,0.036021514,0.857312036,27,0.972580881,1.002954222
Sweden,SWE,FMLE,YEARS30-34,0.03289559,1.042790192,32,1.052658869,1.002954222
Sweden,SWE,FMLE,YEARS35-39,0.02996615,0.985886341,37,1.108747557,1.002954222
Sweden,SWE,FMLE,YEARS40-44,0.030019556,1.533999303,42,1.260821345,1.002954222
Sweden,SWE,FMLE,YEARS45-49,0.032626569,2.877663355,47,1.533448727,1.002954222
Sweden,SWE,FMLE,YEARS50-54,0.033025616,4.775504143,52,1.717332057,1.002954222
Sweden,SWE,FMLE,YEARS55-59,0.029899592,7.385199321,57,1.704276766,1.002954222
Sweden,SWE,FMLE,YEARS5-9,0.028776978,0.106474817,7,0.201438844,1.002954222
Sweden,SWE,FMLE,YEARS60-64,0.027899371,11.79864416,62,1.729761027,1.002954222
Sweden,SWE,FMLE,YEARS65-69,0.027116221,18.73459734,67,1.816786831,1.002954222
Sweden,SWE,FMLE,YEARS70-74,0.02858388,32.83430342,72,2.058039389,1.002954222
Sweden,SWE,FMLE,YEARS75-79,0.021170957,41.60093006,77,1.630163671,1.002954222
Sweden,SWE,FMLE,YEARS80-84,0.014313312,53.71356754,82,1.173691619,1.002954222
Sweden,SWE,FMLE,YEARS85PLUS,0.016954102,202.4540221,88,1.491961005,1.002954222
Sweden,SWE,MLE,YEARS0-1,0.006206912,1.304692992,0.5,0.003103456,1.002954222
Sweden,SWE,MLE,YEARS10-14,0.029569494,0.168546114,12,0.354833924,1.002954222
Sweden,SWE,MLE,YEARS1-4,0.02439333,0.241493969,2.5,0.060983326,1.002954222
Sweden,SWE,MLE,YEARS15-19,0.026985796,0.615276149,17,0.458758532,1.002954222
Sweden,SWE,MLE,YEARS20-24,0.029066524,1.520179206,22,0.639463528,1.002954222
Sweden,SWE,MLE,YEARS25-29,0.037558521,2.659143272,27,1.014080061,1.002954222
Sweden,SWE,MLE,YEARS30-34,0.034206619,2.442352575,32,1.094611798,1.002954222
Sweden,SWE,MLE,YEARS35-39,0.031394353,2.367134202,37,1.161591054,1.002954222
Sweden,SWE,MLE,YEARS40-44,0.031088566,2.791753191,42,1.305719755,1.002954222
Sweden,SWE,MLE,YEARS45-49,0.033523206,4.311084253,47,1.575590668,1.002954222
Sweden,SWE,MLE,YEARS50-54,0.034087652,7.039100061,52,1.772557885,1.002954222
Sweden,SWE,MLE,YEARS55-59,0.030583603,10.6675608,57,1.743265383,1.002954222
Sweden,SWE,MLE,YEARS5-9,0.030365397,0.133607748,7,0.212557781,1.002954222
Sweden,SWE,MLE,YEARS60-64,0.027859516,17.65736152,62,1.727290019,1.002954222
Sweden,SWE,MLE,YEARS65-69,0.026454828,26.83313228,67,1.772473492,1.002954222
Sweden,SWE,MLE,YEARS70-74,0.027207091,45.41407576,72,1.958910529,1.002954222
Sweden,SWE,MLE,YEARS75-79,0.019432184,55.65766238,77,1.496278194,1.002954222
Sweden,SWE,MLE,YEARS80-84,0.011275567,60.08636943,82,0.924596501,1.002954222
Sweden,SWE,MLE,YEARS85PLUS,0.009478307,133.8261191,88,0.834091059,1.002954222
Switzerland,CHE,FMLE,YEARS0-1,0.00512736,1.519236743,0.5,0.00256368,0.983827326
Switzerland,CHE,FMLE,YEARS10-14,0.023149883,0.108804449,12,0.277798593,0.983827326
Switzerland,CHE,FMLE,YEARS1-4,0.020360453,0.144559215,2.5,0.050901132,0.983827326
Switzerland,CHE,FMLE,YEARS15-19,0.024393341,0.173192722,17,0.4146868,0.983827326
Switzerland,CHE,FMLE,YEARS20-24,0.027953313,0.259965808,22,0.614972878,0.983827326
Switzerland,CHE,FMLE,YEARS25-29,0.032056621,0.410324744,27,0.865528756,0.983827326
Switzerland,CHE,FMLE,YEARS30-34,0.03459417,0.626154471,32,1.107013429,0.983827326
Switzerland,CHE,FMLE,YEARS35-39,0.035457712,1.173650252,37,1.311935327,0.983827326
Switzerland,CHE,FMLE,YEARS40-44,0.032737654,1.433909226,42,1.374981449,0.983827326
Switzerland,CHE,FMLE,YEARS45-49,0.035322925,2.832898583,47,1.660177474,0.983827326
Switzerland,CHE,FMLE,YEARS50-54,0.039260252,5.225539574,52,2.041533117,0.983827326
Switzerland,CHE,FMLE,YEARS55-59,0.036243384,8.383094832,57,2.065872916,0.983827326
Switzerland,CHE,FMLE,YEARS5-9,0.024167417,0.082169216,7,0.169171916,0.983827326
Switzerland,CHE,FMLE,YEARS60-64,0.029825077,10.68632495,62,1.84915475,0.983827326
Switzerland,CHE,FMLE,YEARS65-69,0.026147312,15.01901624,67,1.751869931,0.983827326
Switzerland,CHE,FMLE,YEARS70-74,0.025221731,23.63276238,72,1.815964665,0.983827326
Switzerland,CHE,FMLE,YEARS75-79,0.020003583,32.20976881,77,1.540275865,0.983827326
Switzerland,CHE,FMLE,YEARS80-84,0.014695809,50.43601637,82,1.205056335,0.983827326
Switzerland,CHE,FMLE,YEARS85PLUS,0.017358135,195.692137,88,1.527515838,0.983827326
Switzerland,CHE,MLE,YEARS0-1,0.005353401,1.860306824,0.5,0.0026767,0.983827326
Switzerland,CHE,MLE,YEARS10-14,0.024317567,0.109429053,12,0.291810809,0.983827326
Switzerland,CHE,MLE,YEARS1-4,0.021411974,0.192707768,2.5,0.053529935,0.983827326
Switzerland,CHE,MLE,YEARS15-19,0.025407034,0.490355754,17,0.431919576,0.983827326
Switzerland,CHE,MLE,YEARS20-24,0.028973291,0.851814747,22,0.637412396,0.983827326
Switzerland,CHE,MLE,YEARS25-29,0.032920744,1.079800418,27,0.8888601,0.983827326
Switzerland,CHE,MLE,YEARS30-34,0.035183366,1.256046172,32,1.125867718,0.983827326
Switzerland,CHE,MLE,YEARS35-39,0.035737528,1.733270084,37,1.322288518,0.983827326
Switzerland,CHE,MLE,YEARS40-44,0.033164478,2.517183855,42,1.392908062,0.983827326
Switzerland,CHE,MLE,YEARS45-49,0.035783038,4.372687284,47,1.681802802,0.983827326
Switzerland,CHE,MLE,YEARS50-54,0.040095859,8.993501193,52,2.084984672,0.983827326
Switzerland,CHE,MLE,YEARS55-59,0.036860865,13.58322884,57,2.101069318,0.983827326
Switzerland,CHE,MLE,YEARS5-9,0.02551889,0.099523673,7,0.178632233,0.983827326
Switzerland,CHE,MLE,YEARS60-64,0.030242822,19.42496446,62,1.875054953,0.983827326
Switzerland,CHE,MLE,YEARS65-69,0.024811901,24.42979789,67,1.662397378,0.983827326
Switzerland,CHE,MLE,YEARS70-74,0.023108446,37.10292057,72,1.663808097,0.983827326
Switzerland,CHE,MLE,YEARS75-79,0.016867642,42.26525008,77,1.298808419,0.983827326
Switzerland,CHE,MLE,YEARS80-84,0.010935287,53.38169801,82,0.896693551,0.983827326
Switzerland,CHE,MLE,YEARS85PLUS,0.009229737,120.7129575,88,0.81221683,0.983827326
Thailand,THA,FMLE,YEARS0-1,0.004948339,3.297078488,0.5,0.00247417,0.949164288
Thailand,THA,FMLE,YEARS10-14,0.029042903,1.074587413,12,0.348514837,0.949164288
Thailand,THA,FMLE,YEARS1-4,0.020492052,0.530744137,2.5,0.051230129,0.949164288
Thailand,THA,FMLE,YEARS15-19,0.031268852,1.28827671,17,0.531570487,0.949164288
Thailand,THA,FMLE,YEARS20-24,0.034259535,1.603346218,22,0.753709761,0.949164288
Thailand,THA,FMLE,YEARS25-29,0.03401181,2.10533101,27,0.918318858,0.949164288
Thailand,THA,FMLE,YEARS30-34,0.032162259,2.708062245,32,1.029192302,0.949164288
Thailand,THA,FMLE,YEARS35-39,0.03539722,4.293682772,37,1.309697136,0.949164288
Thailand,THA,FMLE,YEARS40-44,0.040038818,6.426230368,42,1.681630377,0.949164288
Thailand,THA,FMLE,YEARS45-49,0.042412845,9.267206711,47,1.993403732,0.949164288
Thailand,THA,FMLE,YEARS50-54,0.041895909,12.72797713,52,2.178587264,0.949164288
Thailand,THA,FMLE,YEARS55-59,0.037735972,15.64156054,57,2.150950424,0.949164288
Thailand,THA,FMLE,YEARS5-9,0.02720322,0.726325975,7,0.19042254,0.949164288
Thailand,THA,FMLE,YEARS60-64,0.032250101,21.36569173,62,1.999506245,0.949164288
Thailand,THA,FMLE,YEARS65-69,0.02403302,25.69370198,67,1.610212359,0.949164288
Thailand,THA,FMLE,YEARS70-74,0.017341672,29.51032352,72,1.248600396,0.949164288
Thailand,THA,FMLE,YEARS75-79,0.012502933,34.62437338,77,0.962725869,0.949164288
Thailand,THA,FMLE,YEARS80-84,0.008779805,40.9937859,82,0.719943982,0.949164288
Thailand,THA,FMLE,YEARS85PLUS,0.007263121,77.85774887,88,0.639154623,0.949164288
Thailand,THA,MLE,YEARS0-1,0.005257048,4.30867629,0.5,0.002628524,0.949164288
Thailand,THA,MLE,YEARS10-14,0.030776433,1.66192736,12,0.369317191,0.949164288
Thailand,THA,MLE,YEARS1-4,0.021695905,0.666064287,2.5,0.054239763,0.949164288
Thailand,THA,MLE,YEARS15-19,0.032852911,3.952205166,17,0.558499483,0.949164288
Thailand,THA,MLE,YEARS20-24,0.03548239,6.003620342,22,0.780612574,0.949164288
Thailand,THA,MLE,YEARS25-29,0.034373602,7.97467563,27,0.92808725,0.949164288
Thailand,THA,MLE,YEARS30-34,0.032084917,9.69285348,32,1.02671735,0.949164288
Thailand,THA,MLE,YEARS35-39,0.034660709,12.31841597,37,1.282446232,0.949164288
Thailand,THA,MLE,YEARS40-44,0.037696691,15.8740765,42,1.583261014,0.949164288
Thailand,THA,MLE,YEARS45-49,0.038850175,19.53386794,47,1.825958221,0.949164288
Thailand,THA,MLE,YEARS50-54,0.038010426,24.45590814,52,1.976542156,0.949164288
Thailand,THA,MLE,YEARS55-59,0.033990309,28.36831174,57,1.937447603,0.949164288
Thailand,THA,MLE,YEARS5-9,0.028818991,0.904916321,7,0.201732938,0.949164288
Thailand,THA,MLE,YEARS60-64,0.02826655,33.32626302,62,1.75252613,0.949164288
Thailand,THA,MLE,YEARS65-69,0.02032019,35.51156317,67,1.361452697,0.949164288
Thailand,THA,MLE,YEARS70-74,0.013841594,36.43245865,72,0.996594743,0.949164288
Thailand,THA,MLE,YEARS75-79,0.00949559,37.8636668,77,0.731160462,0.949164288
Thailand,THA,MLE,YEARS80-84,0.006081845,36.87605151,82,0.4987113,0.949164288
Thailand,THA,MLE,YEARS85PLUS,0.004403338,52.26762776,88,0.387493786,0.949164288
Turkey,TUR,FMLE,YEARS0-1,0.007517751,5.884895375,0.5,0.003758875,0.974389634
Turkey,TUR,FMLE,YEARS10-14,0.039636457,0.535092165,12,0.47563748,0.974389634
Turkey,TUR,FMLE,YEARS1-4,0.031470327,0.837110694,2.5,0.078675817,0.974389634
Turkey,TUR,FMLE,YEARS15-19,0.039977954,0.779570105,17,0.67962522,0.974389634
Turkey,TUR,FMLE,YEARS20-24,0.039511897,0.845554586,22,0.869261724,0.974389634
Turkey,TUR,FMLE,YEARS25-29,0.037745269,0.909660995,27,1.019122276,0.974389634
Turkey,TUR,FMLE,YEARS30-34,0.038205801,1.203482746,32,1.222585646,0.974389634
Turkey,TUR,FMLE,YEARS35-39,0.038070682,1.81597151,37,1.408615217,0.974389634
Turkey,TUR,FMLE,YEARS40-44,0.035823038,2.85867845,42,1.504567605,0.974389634
Turkey,TUR,FMLE,YEARS45-49,0.032539612,4.060943516,47,1.529361741,0.974389634
Turkey,TUR,FMLE,YEARS50-54,0.028542589,5.988235215,52,1.484214639,0.974389634
Turkey,TUR,FMLE,YEARS55-59,0.025304986,8.65430506,57,1.442384177,0.974389634
Turkey,TUR,FMLE,YEARS5-9,0.040085698,0.50908836,7,0.280599883,0.974389634
Turkey,TUR,FMLE,YEARS60-64,0.021776814,12.87662988,62,1.350162443,0.974389634
Turkey,TUR,FMLE,YEARS65-69,0.01759005,19.03595265,67,1.178533383,0.974389634
Turkey,TUR,FMLE,YEARS70-74,0.012648915,25.96822231,72,0.910721874,0.974389634
Turkey,TUR,FMLE,YEARS75-79,0.009193403,34.83012664,77,0.707892032,0.974389634
Turkey,TUR,FMLE,YEARS80-84,0.00606274,41.32484712,82,0.497144665,0.974389634
Turkey,TUR,FMLE,YEARS85PLUS,0.00478166,68.02389267,88,0.420786065,0.974389634
Turkey,TUR,MLE,YEARS0-1,0.007870084,7.045299034,0.5,0.003935042,0.974389634
Turkey,TUR,MLE,YEARS10-14,0.04144259,0.754255139,12,0.49731108,0.974389634
Turkey,TUR,MLE,YEARS1-4,0.032944708,0.945513105,2.5,0.082361769,0.974389634
Turkey,TUR,MLE,YEARS15-19,0.041786137,1.500122323,17,0.710364331,0.974389634
Turkey,TUR,MLE,YEARS20-24,0.040952896,2.014882472,22,0.900963707,0.974389634
Turkey,TUR,MLE,YEARS25-29,0.038660041,2.141766253,27,1.043821098,0.974389634
Turkey,TUR,MLE,YEARS30-34,0.038605899,2.45919578,32,1.235388775,0.974389634
